epoch,collective_reward_mean,collective_reward_std,td_error_mean,individual_reward_agent0_mean,individual_reward_agent1_mean
0,-2.2079999999999997,0.7194136501346077,3.370094851397421,-1.2769999999999997,-0.9309999999999998
1,-2.318,0.9085020638391526,3.798479454271395,-1.4999999999999998,-0.818
2,-1.433,0.7411619256275916,3.753539977449088,-1.283,-0.14999999999999997
3,-1.202,1.0271981308394207,4.282925486274109,-1.1679999999999997,-0.03400000000000003
4,-0.5310000000000001,1.3830289223295367,4.643104961708386,-1.166,0.635
5,0.1299999999999999,1.7732286936546002,5.057821219751516,-0.3889999999999998,0.5189999999999999
6,-0.30900000000000005,2.067,4.686940170031787,-0.7219999999999999,0.4130000000000001
7,0.238,2.2832511907365776,5.43371470431825,-0.7189999999999999,0.9570000000000002
8,1.016,2.7333466666341466,5.88416442347645,0.2760000000000003,0.7399999999999999
9,1.122,3.8078177477395108,6.501000631051355,0.16600000000000031,0.9559999999999998
10,1.116,3.400197641314399,6.718101584544226,0.2690000000000003,0.8469999999999999
11,2.0140000000000002,3.140468754819892,7.116685568925026,0.7140000000000001,1.3000000000000003
12,2.789,3.2768901415824123,7.770699497864243,0.8260000000000002,1.9630000000000003
13,3.216,3.9857149923194464,8.019129347072328,1.9190000000000005,1.2970000000000002
14,4.540000000000001,3.5809523872847007,8.931428756298782,2.25,2.29
15,3.9859999999999998,4.01010024812348,8.697065481024236,2.037,1.9490000000000003
16,4.318,4.0598443319910675,9.663393890143627,2.149,2.1689999999999996
17,4.7620000000000005,3.3825546558777138,9.575968500724006,2.8080000000000007,1.954
18,5.196,3.5651849881878497,10.229804789498683,3.245,1.951
19,5.2059999999999995,3.3858535113025785,11.20870032139272,3.353,1.8530000000000002
20,5.965000000000001,3.5442777825672747,11.574590274763523,3.7920000000000003,2.1730000000000005
21,6.5280000000000005,2.7830228170103095,12.350955714198662,4.1129999999999995,2.415
22,6.064,3.8848917616839724,11.93666059856838,3.883,2.181
23,6.5219999999999985,2.9126338595848256,12.854266379937112,4.116,2.406
24,6.177000000000001,3.5326082432106736,13.449364990070455,3.9939999999999998,2.1830000000000003
25,6.391000000000001,3.049299755681622,14.18486195574936,4.208,2.1830000000000003
26,6.283,3.3301112594026043,14.538929522780677,4.1,2.1830000000000003
27,6.708999999999999,2.947027146125397,15.282737766005587,4.312,2.3970000000000002
28,6.386999999999999,3.3138528935364646,14.384252716315526,4.1,2.2870000000000004
29,7.379,1.8684349065461174,16.881776303928913,4.537999999999999,2.841
30,7.383,1.8603228214479333,16.58454591270348,4.432,2.951
31,8.024000000000001,1.4743486697521717,17.0983903295679,4.756,3.268
32,7.912000000000001,1.7256233656276212,17.07834820428308,4.6450000000000005,3.2670000000000003
33,7.700999999999999,1.564815963620003,18.182300073379704,4.537999999999999,3.1630000000000003
34,8.469000000000001,1.7100318710480222,17.914121069226866,4.757,3.7119999999999997
35,8.366000000000001,1.7647220744355183,17.922645905537166,4.757,3.6090000000000004
36,8.366000000000001,1.7647220744355183,19.295759758274915,4.757,3.6090000000000004
37,8.365,1.7643199823161329,19.736395319794738,4.756,3.6090000000000004
38,8.469000000000001,1.8310240304266898,20.395609794501677,4.756,3.713
39,8.469000000000001,1.8310240304266898,20.338972864470136,4.756,3.713
40,8.472000000000001,1.8320305674305761,20.624436283018603,4.756,3.716
41,8.575000000000001,1.7732639397450114,20.57745566566262,4.756,3.819
42,8.472000000000001,1.8320305674305761,21.098103911907042,4.756,3.716
