epoch,collective_reward_mean,collective_reward_std,td_error_mean,individual_reward_agent0_mean,individual_reward_agent1_mean
0,-1.6199999999999999,0.69,6.318193894328274,-0.23500000000000004,-1.3849999999999998
1,-1.0470000000000002,0.7354325257968947,7.620587929868684,-0.005000000000000027,-1.0419999999999998
2,-0.5930000000000001,1.4848909050836023,7.794705795366002,-0.12099999999999995,-0.4719999999999998
3,-0.13899999999999996,1.8536798536964252,8.05896041280655,0.10600000000000001,-0.24499999999999983
4,-0.14299999999999985,2.1177632067820995,7.096464285274716,-0.12599999999999995,-0.01699999999999994
5,-0.14099999999999996,1.861641479984801,9.041327381460553,0.3330000000000001,-0.47399999999999987
6,0.20099999999999993,1.3319943693574685,7.099354708874718,0.672,-0.4709999999999998
7,0.2000000000000001,1.5143843633635419,5.960905911540139,0.22200000000000006,-0.022
8,0.31999999999999995,1.0791292786316198,6.847941652574984,0.5630000000000001,-0.24299999999999988
9,0.774,1.5303280694021137,7.950784332296624,0.676,0.09800000000000013
10,2.13,2.099738078904129,8.7401393560493,1.58,0.5500000000000002
11,2.4770000000000003,1.9555513289095738,7.970449490072471,1.921,0.5560000000000003
12,2.1399999999999997,1.4597260016866178,8.149427032766273,1.4729999999999999,0.6670000000000001
13,2.3609999999999998,1.1397144379185518,8.038320478106273,1.3560000000000003,1.0050000000000001
14,2.8139999999999996,1.5571139971113224,8.487201866427498,1.4680000000000002,1.3460000000000003
15,2.702,1.5205906747050635,9.057431340844214,1.3569999999999998,1.3450000000000002
16,2.585,1.181619651156835,6.977790074614136,1.356,1.229
17,3.9509999999999996,1.9235407456043139,7.187782591061477,2.0410000000000004,1.9100000000000001
18,3.6089999999999995,1.7360555866676621,9.808030266602927,1.8130000000000006,1.796
19,4.292999999999999,1.4524052464790946,10.288116679807818,2.269,2.024
20,4.526999999999999,1.4554865165984876,8.6384091474542,2.6130000000000004,1.9140000000000001
21,4.974,2.083099613556682,7.697674186027394,2.8390000000000004,2.1350000000000002
22,4.858,2.107884247296326,7.332657449028611,2.948,1.9100000000000001
23,4.968999999999999,1.8878953890509929,8.234875916636705,3.176,1.7930000000000004
24,5.316,2.0228702380528514,8.786707301122345,3.1780000000000004,2.1380000000000003
25,4.972,1.1251115500251518,10.148336898624766,2.7239999999999998,2.248
26,4.973,1.6727405656586436,7.148842774681304,2.8370000000000006,2.136
27,4.293000000000001,1.7591932810240039,9.084779212412503,2.491,1.8020000000000007
28,4.295000000000001,1.3583979534731347,8.31294980294839,2.6070000000000007,1.688
29,4.747999999999999,1.3210813752377255,9.097749826293747,2.6100000000000003,2.1380000000000003
30,5.077,0.9298822506102589,10.272702100665803,2.491,2.5860000000000003
31,5.2989999999999995,1.4307651798950098,8.560790219828556,2.374,2.925
32,5.421,1.446004495152072,8.137552663598854,2.7170000000000005,2.7039999999999997
33,5.874999999999999,1.1074136535188646,10.247471858474253,2.835,3.04
34,6.7780000000000005,1.3594763697836016,9.228189405142635,3.5140000000000002,3.2640000000000002
35,6.209,1.464031761950539,7.58345546747727,3.1719999999999997,3.0370000000000004
36,6.098,1.7391193173557702,9.940151421616665,3.286,2.8120000000000003
37,5.6450000000000005,1.3609573836090532,9.181620850148269,2.946,2.699
38,5.539999999999999,1.8478257493605827,9.8063971537259,2.835,2.7050000000000005
39,6.324,2.314304215093599,9.399413269321654,3.278,3.0460000000000007
40,5.9990000000000006,1.476146672929218,9.372105929367851,3.06,2.939
41,5.659000000000001,1.3639167863179924,8.16650930108313,2.835,2.8240000000000003
42,6.675,1.9809656736046692,8.241412081363558,3.742,2.9330000000000003
43,6.894,1.6846435824826569,9.238834228972857,3.8589999999999995,3.0349999999999997
44,7.125000000000002,1.0714406189798855,9.49022223091956,4.3100000000000005,2.815
45,6.891,1.4489682536204855,9.813571168304897,4.078999999999999,2.812
46,7.351000000000001,1.9300852312786598,9.620532284620063,4.194,3.157
47,7.690999999999998,1.7711942298912333,10.294168555513478,4.422,3.2689999999999997
48,8.147,1.3184236800057867,9.447957009725584,4.765,3.382
49,7.915000000000001,1.155354923822113,9.97009060472891,4.539,3.3760000000000003
50,7.683,1.357571729228331,9.629525199843034,4.417999999999999,3.2649999999999997
51,7.010000000000001,1.5023448339179655,9.166918969754155,4.196999999999999,2.8129999999999997
52,7.351000000000001,0.7957945714818622,11.54247500739586,4.311,3.04
53,7.4670000000000005,1.315158165393045,10.52358192608819,4.196,3.271
54,7.794000000000001,1.1712489060827334,10.668400012670457,4.643000000000001,3.1510000000000007
55,7.2280000000000015,1.430432102548037,8.776278549554114,4.191000000000001,3.037
56,7.462999999999999,1.1078632587102073,10.937535569396383,4.081,3.382
57,7.35,1.1791776795716582,11.163441456832814,4.309,3.041
58,7.462999999999999,1.8053257323818326,12.051667183536432,4.195,3.268
59,7.555,2.007063775767975,12.043633563727028,4.183999999999999,3.371
60,7.670999999999998,1.9510738069073654,13.835159990870167,4.182,3.489
61,8.129,1.6418614436060064,10.40045618149647,4.412,3.7169999999999996
62,7.787999999999999,2.203351084144331,11.212148959382393,4.1899999999999995,3.5980000000000003
63,7.345000000000001,2.221554635835005,11.180669833969437,4.311,3.034
64,7.906000000000001,2.0213668642777343,13.13443721698591,4.308,3.5980000000000003
65,8.463999999999999,1.7737372973470455,10.120008587432459,4.644,3.8200000000000003
66,7.569000000000001,2.146618037751477,10.048986709841085,4.189,3.3800000000000003
67,7.896000000000001,2.9796382330746125,11.864438459522583,4.412,3.4840000000000004
68,8.456,2.7214562278309753,12.859248472341656,4.753,3.7030000000000007
69,8.691,2.4786022270626646,12.236120100375697,4.9799999999999995,3.7110000000000007
70,8.699000000000002,1.7648028218472456,12.832263263413036,4.987,3.7120000000000006
71,8.928,1.4567758921673575,13.227808930912156,4.989,3.939
72,9.249,1.6366517650373893,11.962462554136613,4.985000000000001,4.264
73,9.487,2.025152093053754,12.283298174968104,4.757000000000001,4.73
74,9.483,2.1507303410702137,12.208208139117342,4.869999999999999,4.613
75,9.709000000000001,2.456576683110055,12.779858129962722,4.984999999999999,4.724
76,9.479000000000001,2.1230188411787587,12.69319797452801,4.987,4.492
77,9.592,1.6983097479553022,12.845705129455947,5.32,4.272
78,9.139,2.0165934146475837,12.358946918604392,4.755,4.3839999999999995
79,9.48,2.201426810048429,12.113722043359411,5.098000000000001,4.382000000000001
80,9.364,2.319716361971868,13.906319250801761,5.4350000000000005,3.929
81,9.244,2.746485754559816,12.081312742674674,5.313,3.931
82,9.599,2.6861215534670055,14.061441408120533,5.3260000000000005,4.273
83,9.149,2.9460429392661616,15.187693688226455,4.989,4.160000000000001
84,9.267,2.463907668724622,14.761443377155876,5.218000000000001,4.049000000000001
85,9.376,2.2882971834969346,13.731484386136762,5.214,4.162000000000001
86,9.149,2.1504625083920907,13.688287454945414,4.8740000000000006,4.275
87,9.601,2.104834672842502,13.470381674433288,5.212000000000001,4.389
88,9.825999999999999,2.0190601774092825,14.177116556365949,5.098999999999999,4.726999999999999
89,9.716,1.9390884456362483,14.418306365157097,5.101000000000001,4.615
90,10.386,1.8783460809978545,15.911239441718337,5.656999999999999,4.729000000000001
91,9.93,1.969192727997948,14.608384761142887,5.3149999999999995,4.615
92,9.933000000000002,1.8918459239589256,14.262046438089325,5.432,4.501
93,9.934000000000001,2.0231717673000484,15.51126059724803,5.544,4.39
94,9.828,1.8832673734762149,13.748940949597387,5.3229999999999995,4.505000000000001
95,9.93,1.819538403002256,14.641932155696026,5.201999999999999,4.728
96,10.264,1.5945168547243396,16.148600969050282,5.313,4.951
97,10.273,1.6717239604671583,14.987501124612361,5.430999999999999,4.8420000000000005
98,9.934000000000001,1.52655953044747,15.873778875649673,5.202999999999999,4.731
99,9.934000000000001,1.3456091557357952,15.628091838108151,5.092,4.8420000000000005
100,9.940000000000001,1.6132885668720272,16.050878160005016,5.211,4.729000000000001
101,10.051000000000002,1.8402959001204127,16.51579883634934,5.319,4.732000000000001
102,10.277000000000001,1.675213717708878,16.992251986935873,5.433,4.844
103,10.392,1.8116445567494743,16.873236735063024,5.321,5.071000000000001
104,9.936,1.9643176932461817,16.395580091834063,5.322,4.614000000000001
105,10.157,2.0167253159515806,16.21896140088736,5.543,4.614000000000001
106,10.153,2.1450037296004876,16.5309598368169,5.541,4.612
107,10.036000000000001,2.1493217534841085,16.038813906271216,5.426,4.61
108,10.145000000000001,1.9627595369784863,16.51139472529723,5.427999999999999,4.7170000000000005
109,9.922,1.6780810469104288,16.346618690845208,5.316,4.606
110,10.026,1.442818075850174,15.862739005889344,5.313999999999999,4.712
111,10.035999999999998,1.146239067559643,17.97463277588299,5.090999999999999,4.945
112,10.258,1.5848394240427008,16.876504430137043,5.095000000000001,5.163
113,10.261,1.5832842448530835,17.849481840547156,5.095000000000001,5.166
114,10.373000000000001,1.6553854536028758,17.862766759718557,5.2010000000000005,5.172000000000001
115,9.812000000000001,1.7455417497155432,17.02729686284568,4.864999999999999,4.947000000000001
116,9.812999999999999,1.5144309162190266,17.45583242902422,4.978,4.835000000000001
117,10.374,1.715308718569343,17.8495610740242,5.202,5.172
118,9.928999999999998,1.8785017966454014,18.55301140278914,4.869,5.0600000000000005
119,9.924000000000001,1.5967166310901886,17.502198526744085,4.872,5.0520000000000005
120,9.695000000000002,1.7907610114138632,17.074295429030713,4.644000000000001,5.051
121,9.923000000000002,1.7463736713544447,17.685799019499093,4.874,5.049
122,10.037,1.6040950719954232,17.712401523566797,4.8709999999999996,5.166
123,10.261,1.507782809293169,19.173763845492555,4.981,5.28
124,9.921000000000001,1.591963881499829,18.76195359517802,4.867999999999999,5.052999999999999
125,10.142,1.5915200281491908,17.35530031465457,4.975,5.167
126,10.033000000000001,1.522675605636342,19.414125439228187,4.976999999999999,5.055999999999999
127,9.921000000000001,1.3334275383386982,18.977621026476196,5.090999999999999,4.83
128,9.811000000000002,1.5060308761775112,19.281889172885272,4.980000000000001,4.8309999999999995
129,10.036000000000001,1.348170612348452,20.171111942018094,4.981,5.055000000000001
130,9.921000000000001,1.4368260159114605,19.061058573169028,4.866000000000001,5.055000000000001
131,10.484,1.6039463831437757,18.5748641731442,5.205,5.279000000000001
132,10.368,1.7837925888398574,19.195081697212856,5.203,5.165000000000001
133,10.483,1.627999078623818,21.675004117480718,5.205000000000001,5.2780000000000005
134,10.369000000000002,1.7814457611726493,20.47065310933708,5.089999999999999,5.279
135,10.595,1.5772967380933753,19.890059926400493,5.203999999999999,5.391
136,10.596,1.5758629382024316,20.029400221775212,5.205,5.391
137,10.596,1.7290413528889357,20.27879601775998,5.205,5.391
138,10.82,1.561845062738299,19.927212057562272,5.205,5.615
139,10.483,1.377512613372379,19.732917107539876,5.0920000000000005,5.391
140,10.488,1.5486626488683715,20.126110855382656,5.202,5.286
141,10.604000000000001,1.5898251476184422,20.040786367044767,5.206,5.398
142,10.599,1.6592796629863211,19.806033504194957,5.092999999999999,5.505999999999999
143,10.379999999999999,1.565848013058739,20.09894718451705,5.095000000000001,5.284999999999999
144,10.376000000000001,1.485349790453414,21.000074685877514,5.093000000000001,5.2829999999999995
145,10.377,1.2067978289672223,20.05646357578106,5.206,5.171
146,10.157,1.1503742869170885,20.673190637276292,5.206,4.951
147,10.600000000000001,1.122247744484257,20.06989291245606,5.32,5.279999999999999
148,10.494000000000002,0.942233516703795,19.723587167805892,5.32,5.174
149,10.494000000000002,0.942233516703795,21.113604929273976,5.32,5.174
150,10.601,1.123373935962554,20.582733546426624,5.429,5.172
151,10.817,1.4773222397297083,22.226506604819782,5.4270000000000005,5.389999999999999
152,10.821,1.5600926254552971,20.454040824782133,5.430999999999999,5.389999999999999
153,10.937999999999999,1.5842651293265284,21.355203620699776,5.546,5.3919999999999995
154,10.825,1.718157443309548,21.142202769555826,5.546,5.278999999999999
155,10.825,1.6421586403268111,21.332927969082956,5.546,5.279
156,10.709999999999999,1.76778392344766,20.6764669439242,5.430999999999999,5.279
157,10.596999999999998,1.875020266557138,20.7715193547246,5.430999999999999,5.165999999999999
158,10.257,1.8698558767990654,21.032453690087902,5.316000000000001,4.940999999999999
159,10.148,1.7442408090627857,20.757302939831355,5.316000000000001,4.832
160,10.261999999999999,1.5814158213449114,21.501724286364805,5.426,4.835999999999999
161,10.152,1.7528879028620177,20.9870754205634,5.3180000000000005,4.8340000000000005
162,9.928999999999998,1.818496356883896,21.437943561082456,5.3180000000000005,4.611
163,10.151,2.0131688950507862,22.117189133221654,5.3180000000000005,4.833
164,10.378000000000002,1.9902502355231624,22.5651672005411,5.431,4.947
165,10.378,1.7861735637949643,21.566702473639783,5.3180000000000005,5.06
166,10.712,1.5370608315873524,20.843253707756283,5.428,5.284000000000001
167,10.713,1.53698438508659,20.79407653987975,5.428,5.284999999999999
168,10.711,1.5371431293149,22.191746378102486,5.428,5.2829999999999995
169,10.825,1.4882288130526173,21.801775378848834,5.5409999999999995,5.284
170,10.825,1.4882288130526173,22.13833175149737,5.5409999999999995,5.284
171,10.937999999999999,1.5096012718595602,21.167617199299222,5.5409999999999995,5.396999999999999
172,10.945,1.3464416066060945,20.75420397136417,5.4319999999999995,5.513
173,11.055000000000001,1.2549521903243968,21.27445000345038,5.654999999999999,5.4
174,11.169,1.3593855229477771,22.581926095830056,5.768,5.401000000000001
175,11.054,1.3482373678251176,21.09451432777077,5.767,5.287000000000001
176,11.054,1.3524215319196904,22.26775181054412,5.767,5.287
177,11.277,1.3510740172174143,21.688193297880513,5.88,5.397
178,11.168000000000001,1.2650359678681085,21.81617423026856,5.771,5.397
179,11.056000000000001,1.445366389535886,22.335073277689965,5.548,5.508000000000001
180,11.392,1.7457136076687956,22.167774895104934,5.656999999999999,5.735
181,11.278000000000002,1.6747226636073216,23.18583495874512,5.659000000000001,5.619000000000001
182,11.164000000000001,1.6754712769844795,22.3385439878711,5.659000000000001,5.505000000000001
183,11.167,1.603446600295751,22.79636072583629,5.6579999999999995,5.509
184,11.166,1.6045136334727736,21.452496231887018,5.6579999999999995,5.508
185,10.829000000000002,1.3080324919511754,21.776253083304145,5.433,5.396
186,10.830000000000002,1.3078914328031979,21.163471053098714,5.433,5.397
187,10.829000000000002,1.3089495788608518,21.64754719670818,5.546,5.2829999999999995
188,11.167000000000002,1.1562270538263673,20.78672235918146,5.769,5.398
189,11.167000000000002,1.1562270538263673,22.328791379026335,5.769,5.398
190,11.167000000000002,1.1562270538263673,21.930912756319753,5.769,5.398
191,11.166,1.0372772049939207,21.341236350104662,5.769,5.397
192,11.166,1.0372772049939207,21.301400334480412,5.769,5.397
193,11.281,1.1499517381177353,20.794833712739685,5.769,5.512
194,11.281,1.1499517381177353,21.90417810571362,5.769,5.512
195,11.286000000000001,1.2551589540771326,21.365017554481618,5.66,5.6259999999999994
196,11.286000000000001,1.2551589540771326,22.171130588623566,5.66,5.6259999999999994
197,11.286000000000001,1.2551589540771326,20.71043401994107,5.66,5.6259999999999994
198,11.173,1.4517372351772209,21.919588964919893,5.547,5.6259999999999994
199,11.288,1.616253692957885,21.59863951419593,5.662,5.6259999999999994
