epoch,collective_reward_mean,collective_reward_std,td_error_mean,individual_reward_agent0_mean,individual_reward_agent1_mean
0,0.098,1.4457302652984754,7.901545179186914,0.683,-0.5849999999999999
1,1.9209999999999998,1.7583938694160643,9.76534593846241,1.5950000000000002,0.3260000000000002
2,3.3909999999999996,1.3579650216408372,10.577928518088596,2.381,1.0100000000000002
3,4.747999999999999,1.731957274299802,12.152437701779295,3.062,1.686
4,5.202999999999999,1.2242634520396332,11.761639900429753,3.518,1.685
5,6.217,0.9324060274365457,13.598723871574226,3.97,2.247
6,7.7989999999999995,2.261231743983797,13.534699339319157,4.539,3.2600000000000002
7,8.245000000000001,2.417607288208737,14.343626551322762,4.425999999999999,3.819
8,8.241,2.4257594687025343,15.952518913169337,4.539,3.7020000000000004
9,8.581,1.7282907741465265,15.331588086882556,4.206,4.375
10,9.138,2.0124303714663028,16.65967286560063,4.652,4.486
11,9.802999999999999,1.8656047276955539,16.9175606602226,4.986,4.816999999999999
12,9.578,2.140335487721493,17.21008174632523,5.208,4.37
13,10.022999999999998,1.6732725420564338,17.649539477646922,5.319,4.704
14,9.797,2.3987248695921757,17.674171132610848,5.319000000000001,4.478
15,10.361999999999998,2.5461531768532706,17.918480617226436,5.661,4.701
16,10.138000000000002,2.4602512066860167,18.086271560313996,5.324000000000001,4.814
17,10.589,2.289154647462683,18.745499924016606,5.439,5.15
18,11.04,1.963883906955806,18.860129446927566,5.776000000000001,5.264
19,10.600999999999999,1.8837380391126581,18.86312930436394,5.438999999999999,5.162000000000001
20,11.486,1.8014338733353497,19.944175347552793,5.995000000000001,5.4910000000000005
21,11.261000000000001,1.75736421950602,19.840354778642183,5.881,5.38
22,11.718,1.5072013800418311,20.23054372591453,6.228,5.49
23,11.498999999999999,1.9935869682559628,20.440529011224147,6.1160000000000005,5.383000000000001
24,11.715,1.6634497287264203,21.010538153898118,6.223999999999999,5.4910000000000005
25,12.168000000000001,2.195298612945401,20.328743822794525,6.342999999999999,5.824999999999999
26,12.055000000000001,1.9399445868374698,21.059061200685555,6.225,5.83
27,12.06,2.0093829898752507,22.1201876255853,6.457000000000001,5.603
28,12.283000000000001,1.6710897641958078,21.46461455290089,6.566000000000001,5.717
29,12.287,1.7496459641881843,21.501880491705165,6.570000000000002,5.7170000000000005
30,12.285000000000002,1.256314053093414,21.429449686661673,6.684,5.601
31,12.285,1.6730824845177246,22.919849184096556,6.569,5.716
32,12.504,1.8704341741959274,21.650971375473393,6.794,5.71
33,12.393,1.3444258997802747,22.57320527678215,6.571,5.822
34,11.947,1.6397502858667234,21.911633007555213,6.456,5.4910000000000005
35,11.95,1.9245363077894895,22.08795878287261,6.4590000000000005,5.4910000000000005
36,12.620000000000001,1.4775249574880287,21.655712693495428,6.684,5.936
37,12.5,1.7386661554191478,22.014290217549792,6.570000000000002,5.930000000000001
38,12.723000000000003,1.8318681721128296,22.79627735674592,6.681,6.042
39,12.614,1.2134018295684255,22.254325435642333,6.684,5.93
40,12.391,1.6754190520583203,22.63127270700781,6.570000000000002,5.821
41,12.616,1.212866027226421,22.560800093859044,6.796000000000001,5.82
42,12.282000000000002,1.683394190319071,22.76531831936652,6.684,5.598
